Iter 	incumb_est 	candid_est 	error
1 	0.000000 	0.000000 	nan
2 	0.000000 	0.000000 	nan
3 	0.000000 	0.000000 	nan
4 	0.000000 	0.000000 	nan
5 	0.000000 	0.000000 	nan
6 	0.000000 	0.000000 	nan
7 	0.000000 	0.000000 	nan
8 	0.000000 	0.000000 	nan
9 	0.000000 	0.000000 	nan
10 	0.000000 	0.000000 	nan
11 	0.000000 	0.000000 	nan
12 	0.000000 	0.000000 	nan
13 	0.000000 	0.000000 	nan
14 	0.000000 	0.000000 	nan
15 	0.000000 	0.000000 	nan
16 	0.000000 	0.000000 	nan
17 	0.000000 	0.000000 	nan
18 	0.000000 	0.000000 	nan
19 	0.000000 	0.000000 	nan
20 	0.000000 	0.000000 	nan
21 	0.000000 	0.000000 	nan
22 	0.000000 	0.000000 	nan
23 	0.000000 	0.000000 	nan
24 	0.000000 	0.000000 	nan
25 	0.000000 	0.000000 	nan
26 	0.000000 	0.000000 	nan
27 	0.000000 	0.000000 	nan
28 	0.000000 	0.000000 	nan
29 	0.000000 	0.000000 	nan
30 	0.000000 	0.000000 	nan
31 	0.000000 	0.000000 	nan
32 	0.000000 	0.000000 	nan
33 	0.000000 	0.000000 	nan
34 	0.000000 	0.000000 	nan
35 	0.000000 	0.000000 	nan
36 	0.000000 	0.000000 	nan
37 	0.000000 	0.000000 	nan
38 	0.000000 	0.000000 	nan
39 	0.000000 	0.000000 	nan
40 	0.000000 	0.000000 	nan
41 	0.000000 	0.000000 	nan
42 	0.000000 	0.000000 	nan
43 	0.000000 	0.000000 	nan
44 	0.000000 	0.000000 	nan
45 	0.000000 	0.000000 	nan
46 	0.000000 	0.000000 	nan
47 	0.000000 	0.000000 	nan
48 	0.000000 	0.000000 	nan
49 	0.000000 	0.000000 	nan
50 	0.000000 	0.000000 	nan
51 	0.000000 	0.000000 	nan
52 	0.000000 	0.000000 	nan
53 	0.000000 	0.000000 	nan
54 	0.000000 	0.000000 	nan
55 	0.000000 	0.000000 	nan
56 	0.000000 	0.000000 	nan
57 	0.000000 	0.000000 	nan
58 	0.000000 	0.000000 	nan
59 	0.000000 	0.000000 	nan
60 	0.000000 	0.000000 	nan
61 	0.000000 	0.000000 	nan
62 	0.000000 	0.000000 	nan
63 	0.000000 	0.000000 	nan
64 	0.000000 	0.000000 	nan
65 	0.000000 	0.000000 	nan
66 	0.000000 	0.000000 	nan
67 	0.000000 	0.000000 	nan
68 	0.000000 	0.000000 	nan
69 	0.000000 	0.000000 	nan
70 	0.000000 	0.000000 	nan
71 	0.000000 	0.000000 	nan
72 	0.000000 	0.000000 	nan
73 	0.000000 	0.000000 	nan
74 	0.000000 	0.000000 	nan
75 	0.000000 	0.000000 	nan
76 	0.000000 	0.000000 	nan
77 	0.000000 	0.000000 	nan
78 	0.000000 	0.000000 	nan
79 	0.000000 	0.000000 	nan
80 	0.000000 	0.000000 	nan
81 	0.000000 	0.000000 	nan
82 	0.000000 	0.000000 	nan
83 	0.000000 	0.000000 	nan
84 	0.000000 	0.000000 	nan
85 	0.000000 	0.000000 	nan
86 	0.000000 	0.000000 	nan
87 	0.000000 	0.000000 	nan
88 	0.000000 	0.000000 	nan
89 	0.000000 	0.000000 	nan
90 	0.000000 	0.000000 	nan
91 	0.000000 	0.000000 	nan
92 	0.000000 	0.000000 	nan
93 	0.000000 	0.000000 	nan
94 	0.000000 	0.000000 	nan
95 	0.000000 	0.000000 	nan
96 	0.000000 	0.000000 	nan
97 	0.000000 	0.000000 	nan
98 	0.000000 	0.000000 	nan
99 	0.000000 	0.000000 	nan
100 	0.000000 	0.000000 	nan
101 	0.000000 	0.000000 	nan
102 	0.000000 	0.000000 	nan
103 	0.000000 	0.000000 	nan
104 	0.000000 	0.000000 	nan
105 	0.000000 	0.000000 	nan
106 	0.000000 	0.000000 	nan
107 	0.000000 	0.000000 	nan
108 	0.000000 	0.000000 	nan
109 	0.000000 	0.000000 	nan
110 	0.000000 	0.000000 	nan
111 	0.000000 	0.000000 	nan
112 	0.000000 	0.000000 	nan
113 	0.000000 	0.000000 	nan
114 	0.000000 	0.000000 	nan
115 	0.000000 	0.000000 	nan
116 	0.000000 	0.000000 	nan
117 	0.000000 	0.000000 	nan
118 	0.000000 	0.000000 	nan
119 	0.000000 	0.000000 	nan
120 	0.000000 	0.000000 	nan
121 	0.000000 	0.000000 	nan
122 	0.000000 	0.000000 	nan
123 	0.000000 	0.000000 	nan
124 	0.000000 	0.000000 	nan
125 	0.000000 	0.000000 	nan
126 	0.000000 	0.000000 	nan
127 	0.000000 	0.000000 	nan
128 	0.000000 	0.000000 	nan
129 	0.000000 	0.000000 	nan
130 	0.000000 	0.000000 	nan
131 	0.000000 	0.000000 	nan
132 	0.000000 	0.000000 	nan
133 	0.000000 	0.000000 	nan
134 	0.000000 	0.000000 	nan
135 	0.000000 	0.000000 	nan
136 	0.000000 	0.000000 	nan
137 	0.000000 	0.000000 	nan
138 	0.000000 	0.000000 	nan
139 	0.000000 	0.000000 	nan
140 	0.000000 	0.000000 	nan
141 	0.000000 	0.000000 	nan
142 	0.000000 	0.000000 	nan
143 	0.000000 	0.000000 	nan
144 	0.000000 	0.000000 	nan
145 	0.000000 	0.000000 	nan
146 	0.000000 	0.000000 	nan
147 	0.000000 	0.000000 	nan
148 	0.000000 	0.000000 	nan
149 	0.000000 	0.000000 	nan
150 	0.000000 	0.000000 	nan
151 	0.000000 	0.000000 	nan
152 	0.000000 	0.000000 	nan
153 	0.000000 	0.000000 	nan
154 	0.000000 	0.000000 	nan
155 	0.000000 	0.000000 	nan
156 	0.000000 	0.000000 	nan
157 	0.000000 	0.000000 	nan
158 	0.000000 	0.000000 	nan
159 	0.000000 	0.000000 	nan
160 	0.000000 	0.000000 	nan
161 	0.000000 	0.000000 	nan
162 	0.000000 	0.000000 	nan
163 	0.000000 	0.000000 	nan
164 	0.000000 	0.000000 	nan
165 	0.000000 	0.000000 	nan
166 	0.000000 	0.000000 	nan
167 	0.000000 	0.000000 	nan
168 	0.000000 	0.000000 	nan
169 	0.000000 	0.000000 	nan
170 	0.000000 	0.000000 	nan
171 	0.000000 	0.000000 	nan
172 	0.000000 	0.000000 	nan
173 	0.000000 	0.000000 	nan
174 	0.000000 	0.000000 	nan
175 	0.000000 	0.000000 	nan
176 	0.000000 	0.000000 	nan
177 	0.000000 	0.000000 	nan
178 	0.000000 	0.000000 	nan
179 	0.000000 	0.000000 	nan
180 	0.000000 	0.000000 	nan
181 	0.000000 	0.000000 	nan
182 	0.000000 	0.000000 	nan
183 	0.000000 	0.000000 	nan
184 	0.000000 	0.000000 	nan
185 	0.000000 	0.000000 	nan
186 	0.000000 	0.000000 	nan
187 	0.000000 	0.000000 	nan
188 	0.000000 	0.000000 	nan
189 	0.000000 	0.000000 	nan
190 	0.000000 	0.000000 	nan
191 	0.000000 	0.000000 	nan
192 	0.000000 	0.000000 	nan
193 	0.000000 	0.000000 	nan
194 	0.000000 	0.000000 	nan
195 	0.000000 	0.000000 	nan
196 	0.000000 	0.000000 	nan
197 	0.000000 	0.000000 	nan
198 	0.000000 	0.000000 	nan
199 	0.000000 	0.000000 	nan
200 	0.000000 	0.000000 	nan
201 	0.000000 	0.000000 	nan
202 	0.000000 	0.000000 	nan
203 	0.000000 	0.000000 	nan
204 	0.000000 	0.000000 	nan
205 	0.000000 	0.000000 	nan
206 	0.000000 	0.000000 	nan
207 	0.000000 	0.000000 	nan
208 	0.000000 	0.000000 	nan
209 	0.000000 	0.000000 	nan
210 	0.000000 	0.000000 	nan
211 	0.000000 	0.000000 	nan
212 	0.000000 	0.000000 	nan
213 	0.000000 	0.000000 	nan
214 	0.000000 	0.000000 	nan
215 	0.000000 	0.000000 	nan
216 	0.000000 	0.000000 	nan
217 	0.000000 	0.000000 	nan
218 	0.000000 	0.000000 	nan
219 	0.000000 	0.000000 	nan
220 	0.000000 	0.000000 	nan
221 	0.000000 	0.000000 	nan
222 	0.000000 	0.000000 	nan
223 	0.000000 	0.000000 	nan
224 	0.000000 	0.000000 	nan
225 	0.000000 	0.000000 	nan
226 	0.000000 	0.000000 	nan
227 	0.000000 	0.000000 	nan
228 	0.000000 	0.000000 	nan
229 	0.000000 	0.000000 	nan
230 	0.000000 	0.000000 	nan
231 	0.000000 	0.000000 	nan
232 	0.000000 	0.000000 	nan
233 	0.000000 	0.000000 	nan
234 	0.000000 	0.000000 	nan
235 	0.000000 	0.000000 	nan
236 	0.000000 	0.000000 	nan
237 	0.000000 	0.000000 	nan
238 	0.000000 	0.000000 	nan
239 	0.000000 	0.000000 	nan
240 	0.000000 	0.000000 	nan
241 	0.000000 	0.000000 	nan
242 	0.000000 	0.000000 	nan
243 	0.000000 	0.000000 	nan
244 	0.000000 	0.000000 	nan
245 	0.000000 	0.000000 	nan
246 	0.000000 	0.000000 	nan
247 	0.000000 	0.000000 	nan
248 	0.000000 	0.000000 	nan
249 	0.000000 	0.000000 	nan
250 	0.000000 	0.000000 	nan
251 	0.000000 	0.000000 	nan
252 	0.000000 	0.000000 	nan
253 	0.000000 	0.000000 	nan
254 	0.000000 	0.000000 	nan
255 	0.000000 	0.000000 	nan
256 	0.000000 	0.000000 	nan
257 	0.000000 	0.000000 	nan
258 	0.000000 	0.000000 	nan
259 	0.000000 	0.000000 	nan
260 	0.000000 	0.000000 	nan
261 	0.000000 	0.000000 	nan
262 	0.000000 	0.000000 	nan
263 	0.000000 	0.000000 	nan
264 	0.000000 	0.000000 	nan
265 	0.000000 	0.000000 	nan
266 	0.000000 	0.000000 	nan
267 	0.000000 	0.000000 	nan
268 	0.000000 	0.000000 	nan
269 	0.000000 	0.000000 	nan
270 	0.000000 	0.000000 	nan
271 	0.000000 	0.000000 	nan
272 	0.000000 	0.000000 	nan
273 	0.000000 	0.000000 	nan
274 	0.000000 	0.000000 	nan
275 	0.000000 	0.000000 	nan
276 	0.000000 	0.000000 	nan
277 	0.000000 	0.000000 	nan
278 	0.000000 	0.000000 	nan
279 	0.000000 	0.000000 	nan
280 	0.000000 	0.000000 	nan
281 	0.000000 	0.000000 	nan
282 	0.000000 	0.000000 	nan
283 	0.000000 	0.000000 	nan
284 	0.000000 	0.000000 	nan
285 	0.000000 	0.000000 	nan
286 	0.000000 	0.000000 	nan
287 	0.000000 	0.000000 	nan
288 	0.000000 	0.000000 	nan
289 	0.000000 	0.000000 	nan
290 	0.000000 	0.000000 	nan
291 	0.000000 	0.000000 	nan
292 	0.000000 	0.000000 	nan
293 	0.000000 	0.000000 	nan
294 	0.000000 	0.000000 	nan
295 	0.000000 	0.000000 	nan
296 	0.000000 	0.000000 	nan
297 	0.000000 	0.000000 	nan
298 	0.000000 	0.000000 	nan
299 	0.000000 	0.000000 	nan
300 	0.000000 	0.000000 	nan
301 	0.000000 	0.000000 	nan
302 	0.000000 	0.000000 	nan
303 	0.000000 	0.000000 	nan
304 	0.000000 	0.000000 	nan
305 	0.000000 	0.000000 	nan
306 	0.000000 	0.000000 	nan
307 	0.000000 	0.000000 	nan
308 	0.000000 	0.000000 	nan
309 	0.000000 	0.000000 	nan
310 	0.000000 	0.000000 	nan
311 	0.000000 	0.000000 	nan
312 	0.000000 	0.000000 	nan
313 	0.000000 	0.000000 	nan
314 	0.000000 	0.000000 	nan
315 	0.000000 	0.000000 	nan
316 	0.000000 	0.000000 	nan
317 	0.000000 	0.000000 	nan
318 	0.000000 	0.000000 	nan
319 	0.000000 	0.000000 	nan
320 	0.000000 	0.000000 	nan
321 	0.000000 	0.000000 	nan
322 	0.000000 	0.000000 	nan
323 	0.000000 	0.000000 	nan
324 	0.000000 	0.000000 	nan
325 	0.000000 	0.000000 	nan
326 	0.000000 	0.000000 	nan
327 	0.000000 	0.000000 	nan
328 	0.000000 	0.000000 	nan
329 	0.000000 	0.000000 	nan
330 	0.000000 	0.000000 	nan
331 	0.000000 	0.000000 	nan
332 	0.000000 	0.000000 	nan
333 	0.000000 	0.000000 	nan
334 	0.000000 	0.000000 	nan
335 	0.000000 	0.000000 	nan
336 	0.000000 	0.000000 	nan
337 	0.000000 	0.000000 	nan
338 	0.000000 	0.000000 	nan
339 	0.000000 	0.000000 	nan
340 	0.000000 	0.000000 	nan
341 	0.000000 	0.000000 	nan
342 	0.000000 	0.000000 	nan
343 	0.000000 	0.000000 	nan
344 	0.000000 	0.000000 	nan
345 	0.000000 	0.000000 	nan
346 	0.000000 	0.000000 	nan
347 	0.000000 	0.000000 	nan
348 	0.000000 	0.000000 	nan
349 	0.000000 	0.000000 	nan
350 	0.000000 	0.000000 	nan
351 	0.000000 	0.000000 	nan
352 	0.000000 	0.000000 	nan
353 	0.000000 	0.000000 	nan
354 	0.000000 	0.000000 	nan
355 	0.000000 	0.000000 	nan
356 	0.000000 	0.000000 	nan
357 	0.000000 	0.000000 	nan
358 	0.000000 	0.000000 	nan
359 	0.000000 	0.000000 	nan
360 	0.000000 	0.000000 	nan
361 	0.000000 	0.000000 	nan
362 	0.000000 	0.000000 	nan
363 	0.000000 	0.000000 	nan
364 	0.000000 	0.000000 	nan
365 	0.000000 	0.000000 	nan
366 	0.000000 	0.000000 	nan
367 	0.000000 	0.000000 	nan
368 	0.000000 	0.000000 	nan
369 	0.000000 	0.000000 	nan
370 	0.000000 	0.000000 	nan
371 	0.000000 	0.000000 	nan
372 	0.000000 	0.000000 	nan
373 	0.000000 	0.000000 	nan
374 	0.000000 	0.000000 	nan
375 	0.000000 	0.000000 	nan
376 	0.000000 	0.000000 	nan
377 	0.000000 	0.000000 	nan
378 	0.000000 	0.000000 	nan
379 	0.000000 	0.000000 	nan
380 	0.000000 	0.000000 	nan
381 	0.000000 	0.000000 	nan
382 	0.000000 	0.000000 	nan
383 	0.000000 	0.000000 	nan
384 	0.000000 	0.000000 	nan
385 	0.000000 	0.000000 	nan
386 	0.000000 	0.000000 	nan
387 	0.000000 	0.000000 	nan
388 	0.000000 	0.000000 	nan
389 	0.000000 	0.000000 	nan
390 	0.000000 	0.000000 	nan
391 	0.000000 	0.000000 	nan
392 	0.000000 	0.000000 	nan
393 	0.000000 	0.000000 	nan
394 	0.000000 	0.000000 	nan
395 	0.000000 	0.000000 	nan
396 	0.000000 	0.000000 	nan
397 	0.000000 	0.000000 	nan
398 	0.000000 	0.000000 	nan
399 	0.000000 	0.000000 	nan
400 	0.000000 	0.000000 	nan
401 	0.000000 	0.000000 	nan
402 	0.000000 	0.000000 	nan
403 	0.000000 	0.000000 	nan
404 	0.000000 	0.000000 	nan
405 	0.000000 	0.000000 	nan
406 	0.000000 	0.000000 	nan
407 	0.000000 	0.000000 	nan
408 	0.000000 	0.000000 	nan
409 	0.000000 	0.000000 	nan
410 	0.000000 	0.000000 	nan
411 	0.000000 	0.000000 	nan
412 	0.000000 	0.000000 	nan
413 	0.000000 	0.000000 	nan
414 	0.000000 	0.000000 	nan
415 	0.000000 	0.000000 	nan
416 	0.000000 	0.000000 	nan
417 	0.000000 	0.000000 	nan
418 	0.000000 	0.000000 	nan
419 	0.000000 	0.000000 	nan
420 	0.000000 	0.000000 	nan
421 	0.000000 	0.000000 	nan
422 	0.000000 	0.000000 	nan
423 	0.000000 	0.000000 	nan
424 	0.000000 	0.000000 	nan
425 	0.000000 	0.000000 	nan
426 	0.000000 	0.000000 	nan
427 	0.000000 	0.000000 	nan
428 	0.000000 	0.000000 	nan
429 	0.000000 	0.000000 	nan
430 	0.000000 	0.000000 	nan
431 	0.000000 	0.000000 	nan
432 	0.000000 	0.000000 	nan
433 	0.000000 	0.000000 	nan
434 	0.000000 	0.000000 	nan
435 	0.000000 	0.000000 	nan
436 	0.000000 	0.000000 	nan
437 	0.000000 	0.000000 	nan
438 	0.000000 	0.000000 	nan
439 	0.000000 	0.000000 	nan
440 	0.000000 	0.000000 	nan
441 	0.000000 	0.000000 	nan
442 	0.000000 	0.000000 	nan
443 	0.000000 	0.000000 	nan
444 	0.000000 	0.000000 	nan
445 	0.000000 	0.000000 	nan
446 	0.000000 	0.000000 	nan
447 	0.000000 	0.000000 	nan
448 	0.000000 	0.000000 	nan
449 	0.000000 	0.000000 	nan
450 	0.000000 	0.000000 	nan
451 	0.000000 	0.000000 	nan
452 	0.000000 	0.000000 	nan
453 	0.000000 	0.000000 	nan
454 	0.000000 	0.000000 	nan
455 	0.000000 	0.000000 	nan
456 	0.000000 	0.000000 	nan
457 	0.000000 	0.000000 	nan
458 	0.000000 	0.000000 	nan
459 	0.000000 	0.000000 	nan
460 	0.000000 	0.000000 	nan
461 	0.000000 	0.000000 	nan
462 	0.000000 	0.000000 	nan
463 	0.000000 	0.000000 	nan
464 	0.000000 	0.000000 	nan
465 	0.000000 	0.000000 	nan
466 	0.000000 	0.000000 	nan
467 	0.000000 	0.000000 	nan
468 	0.000000 	0.000000 	nan
469 	0.000000 	0.000000 	nan
470 	0.000000 	0.000000 	nan
471 	0.000000 	0.000000 	nan
472 	0.000000 	0.000000 	nan
473 	0.000000 	0.000000 	nan
474 	0.000000 	0.000000 	nan
475 	0.000000 	0.000000 	nan
476 	0.000000 	0.000000 	nan
477 	0.000000 	0.000000 	nan
478 	0.000000 	0.000000 	nan
479 	0.000000 	0.000000 	nan
480 	0.000000 	0.000000 	nan
481 	0.000000 	0.000000 	nan
482 	0.000000 	0.000000 	nan
483 	0.000000 	0.000000 	nan
484 	0.000000 	0.000000 	nan
485 	0.000000 	0.000000 	nan
486 	0.000000 	0.000000 	nan
487 	0.000000 	0.000000 	nan
488 	0.000000 	0.000000 	nan
489 	0.000000 	0.000000 	nan
490 	0.000000 	0.000000 	nan
491 	0.000000 	0.000000 	nan
492 	0.000000 	0.000000 	nan
493 	0.000000 	0.000000 	nan
494 	0.000000 	0.000000 	nan
495 	0.000000 	0.000000 	nan
496 	0.000000 	0.000000 	nan
497 	0.000000 	0.000000 	nan
498 	0.000000 	0.000000 	nan
499 	0.000000 	0.000000 	nan
500 	0.000000 	0.000000 	nan
501 	0.000000 	0.000000 	nan
502 	0.000000 	0.000000 	nan
503 	0.000000 	0.000000 	nan
504 	0.000000 	0.000000 	nan
505 	0.000000 	0.000000 	nan
506 	0.000000 	0.000000 	nan
507 	0.000000 	0.000000 	nan
508 	0.000000 	0.000000 	nan
509 	0.000000 	0.000000 	nan
510 	0.000000 	0.000000 	nan
511 	0.000000 	0.000000 	nan
